MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Label
4.2059,52.0,5.578512396694215,0.9944903581267218,957.0,2.6363636363636362,33.73,-118.31,high
4.25,,4.691747572815534,1.1529126213592233,902.0,2.1893203883495147,33.71,,high
4.4083,41.0,4.311546840958606,1.0806100217864925,1157.0,2.520697167755991,34.23,-118.25,mid-high
7.2812,34.0,7.135652173913043,1.031304347826087,3141.0,2.7313043478260868,34.22,-118.27,high
4.9135,52.0,6.67654986522911,1.0377358490566038,993.0,2.6765498652291106,34.16,-118.25,high
4.325,52.0,5.569131832797428,0.9807073954983923,,2.8135048231511255,34.17,-118.29,high
2.8088,18.0,3.6755555555555555,1.12,1763.0,2.611851851851852,34.15,-118.26,mid-high
1.7301,7.0,3.208398133748056,1.04199066874028,1892.0,2.942457231726283,34.15,-118.24,mid
2.4856,21.0,3.0040650406504064,1.0772357723577235,861.0,3.5,34.12,,mid
4.1731,37.0,5.5625,1.0375,485.0,2.0208333333333335,34.19,,high
,49.0,5.3651226158038146,1.0272479564032697,977.0,2.662125340599455,34.18,-118.33,mid-high
2.473,44.0,5.298630136986302,1.0273972602739727,750.0,2.0547945205479454,34.17,-118.33,mid-high
3.1823,12.0,3.7505882352941176,1.0952941176470588,2118.0,2.491764705882353,34.17,-118.31,mid-high
2.7155,36.0,4.196774193548387,1.0290322580645161,2780.0,4.483870967741935,34.28,-118.45,mid-low
2.2442,42.0,4.795258620689655,1.0452586206896552,1544.0,3.3275862068965516,34.14,-117.91,mid
4.9844,29.0,6.002247191011236,0.9820224719101124,,3.3348314606741574,34.11,-117.83,mid
2.6779,26.0,,1.21285140562249,1847.0,3.708835341365462,34.1,-117.74,mid-low
4.0368,,5.308457711442786,0.9651741293532339,600.0,2.985074626865672,34.08,-117.75,mid-low
3.1641,21.0,4.833333333333333,1.1067146282973621,2558.0,3.067146282973621,34.05,-117.82,mid-low
2.8929,36.0,4.184549356223176,1.0429184549356223,809.0,3.4721030042918457,34.05,-117.73,mid-low
4.9589,12.0,5.918275418275418,1.0566280566280566,4332.0,2.787644787644788,34.01,,mid-high
6.1498,26.0,,0.998158379373849,1664.0,3.0644567219152856,34.09,-117.86,mid-high
4.9239,35.0,5.975609756097561,0.9796747967479674,885.0,3.597560975609756,34.12,-117.89,mid
3.7846,41.0,4.515202702702703,0.9763513513513513,,3.8158783783783785,34.12,-117.91,mid-low
3.2,20.0,4.4081196581196584,1.0598290598290598,1573.0,3.361111111111111,34.07,-117.97,mid-low
2.1062,21.0,4.324281150159744,1.0782747603833867,1742.0,2.7827476038338657,34.09,-117.94,mid
3.5536,35.0,6.098360655737705,1.0590163934426229,1011.0,3.314754098360656,34.08,-117.92,mid
3.5,35.0,4.806179775280899,0.9410112359550562,825.0,2.317415730337079,34.08,-117.89,mid-high
5.0758,35.0,6.378,1.054,1727.0,3.454,34.05,-117.91,mid-high
4.5417,33.0,5.708860759493671,0.9620253164556962,1079.0,4.552742616033755,34.06,-117.98,mid
4.7679,36.0,5.092682926829268,0.975609756097561,982.0,,,-117.95,mid-low
,35.0,6.208333333333333,1.0787037037037037,,4.157407407407407,34.03,-117.92,mid
3.75,29.0,5.318840579710145,1.1231884057971016,1390.0,5.036231884057971,34.04,-117.98,mid
4.7332,22.0,5.669527896995708,,2613.0,2.8036480686695278,33.99,-117.97,high
3.253,20.0,4.582213987957387,1.0574339972209357,7228.0,3.347846225104215,33.98,-117.9,mid
3.0417,24.0,4.534090909090909,1.1022727272727273,1329.0,3.7755681818181817,34.14,-117.98,mid-low
4.0385,52.0,5.053619302949062,1.0750670241286864,764.0,2.0482573726541555,34.17,-118.04,mid-high
3.735,23.0,4.88622754491018,1.091317365269461,1475.0,2.2080838323353293,34.13,-118.05,mid-high
3.6336,27.0,5.319630872483222,1.0813758389261745,2899.0,2.432046979865772,34.14,-117.98,mid-high
4.4236,38.0,5.78140703517588,,1079.0,2.7110552763819094,34.1,-118.03,mid-high
4.7931,36.0,5.462585034013605,1.0816326530612246,889.0,3.0238095238095237,,-118.05,mid-high
2.8333,32.0,,0.9570200573065902,817.0,2.340974212034384,34.09,,mid
2.3611,52.0,2.36,0.7866666666666666,269.0,3.5866666666666664,34.07,-118.04,mid-low
2.4706,31.0,4.156593406593407,1.0686813186813187,1396.0,3.8351648351648353,34.06,-118.03,mid
3.5,32.0,4.733918128654971,0.9444444444444444,1492.0,4.362573099415204,34.04,-118.04,mid
4.7269,48.0,6.975274725274725,1.1675824175824177,930.0,2.5549450549450547,34.19,-118.13,high
6.553,41.0,7.12,1.0133333333333334,680.0,3.022222222222222,34.21,-118.19,high
2.8472,44.0,5.169741697416974,0.9077490774907749,607.0,2.2398523985239853,,-118.17,mid-high
2.2692,37.0,4.449013157894737,1.111842105263158,1551.0,2.5509868421052633,34.17,-118.12,mid-high
1.6921,52.0,3.240740740740741,1.005050505050505,,3.8013468013468015,34.16,-118.15,mid
2.5903,28.0,3.4643962848297214,1.0340557275541795,739.0,2.2879256965944275,34.15,-118.13,mid-low
2.2321,46.0,4.927272727272728,1.3454545454545455,150.0,2.727272727272727,34.15,-118.09,mid-high
5.8692,52.0,7.125,1.0731707317073171,981.0,2.9908536585365852,34.14,-118.12,high
10.7397,46.0,7.460992907801418,1.016548463356974,1109.0,2.6217494089834514,34.12,-118.13,high
5.6152,38.0,5.989510489510489,0.9965034965034965,779.0,2.7237762237762237,34.12,-118.09,high
4.2344,34.0,5.137323943661972,0.977112676056338,1435.0,2.5264084507042255,34.1,-118.12,high
3.4559,,4.645783132530121,1.044578313253012,1847.0,2.225301204819277,34.1,-118.15,high
3.2307,25.0,3.757716049382716,,3518.0,2.7145061728395063,34.09,-118.12,mid
2.6901,34.0,4.502976190476191,1.1428571428571428,986.0,2.9345238095238093,34.08,-118.09,mid-high
2.025,43.0,4.30327868852459,1.0327868852459017,820.0,3.360655737704918,34.07,-118.12,mid-high
3.8472,33.0,5.033690658499235,0.9938744257274119,1783.0,2.7304747320061256,34.05,-118.15,high
3.0347,45.0,4.5375,0.9125,568.0,3.55,34.07,-118.09,mid
4.1375,38.0,5.095070422535211,1.0316901408450705,1042.0,3.6690140845070425,34.03,-118.14,mid-high
2.125,31.0,5.714285714285714,1.1428571428571428,25.0,3.5714285714285716,34.02,,high
3.4306,35.0,4.966292134831461,1.0187265917602997,933.0,3.49438202247191,33.99,-118.1,mid
5.193,42.0,5.662100456621005,0.9155251141552512,1085.0,2.4771689497716896,33.99,,mid-high
6.0648,36.0,5.8983739837398375,0.9105691056910569,608.0,2.4715447154471546,33.97,-118.01,high
3.3214,42.0,4.454828660436137,1.0529595015576323,1269.0,3.953271028037383,,-118.04,mid-low
2.9922,35.0,4.719844357976654,1.0291828793774318,2010.0,3.9105058365758754,33.97,,mid
4.0846,,5.602434077079107,0.9574036511156186,1576.0,3.1967545638945234,33.94,-118.09,mid
3.4219,35.0,4.597765363128492,0.9720670391061452,2151.0,4.005586592178771,33.92,-118.04,mid-low
5.1738,36.0,5.989711934156379,1.0987654320987654,1395.0,2.8703703703703702,,-118.0,mid
5.6454,33.0,5.642297650130549,1.0,1235.0,3.224543080939948,33.9,-117.99,mid
5.1155,35.0,5.68936170212766,0.9957446808510638,692.0,2.9446808510638296,33.91,-118.02,mid-high
1.8906,32.0,3.460348162475822,1.0212765957446808,1429.0,2.7640232108317213,34.02,-118.12,mid-high
1.3971,11.0,4.217821782178218,1.0643564356435644,,3.99009900990099,,-118.16,mid-low
3.0417,44.0,4.333333333333333,1.104417670682731,1249.0,5.016064257028113,34.04,,mid-low
1.7801,45.0,3.663484486873508,1.0310262529832936,1820.0,4.343675417661098,34.02,-118.19,mid-low
1.7981,41.0,3.2965879265091864,1.026246719160105,1511.0,3.9658792650918637,34.02,,mid
2.2847,41.0,,1.0909090909090908,775.0,3.354978354978355,34.01,-118.11,mid
2.6364,39.0,3.577777777777778,0.9111111111111111,319.0,3.5444444444444443,34.01,-118.18,mid-low
1.7207,40.0,3.0656814449917897,1.0394088669950738,2223.0,3.6502463054187193,33.98,-118.25,low
2.1468,33.0,3.2033898305084745,1.0593220338983051,1615.0,4.562146892655368,33.99,-118.2,mid-low
2.4375,36.0,2.814814814814815,0.9601139601139601,1508.0,4.296296296296297,33.99,-118.18,mid-low
2.1743,30.0,3.364394993045897,0.9944367176634215,3208.0,4.461752433936022,33.97,-118.16,mid
2.0162,28.0,3.6154639175257732,0.9989690721649485,3740.0,3.8556701030927836,33.96,-118.19,mid-low
2.5833,37.0,3.606164383561644,0.9006849315068494,1354.0,4.636986301369863,,-118.24,mid-low
1.7396,34.0,3.9581589958158996,1.0627615062761506,1101.0,4.606694560669456,33.96,-118.24,low
2.8371,43.0,4.372340425531915,,1190.0,4.219858156028369,33.96,-118.2,mid
3.5125,44.0,4.602605863192182,0.9706840390879479,1200.0,3.9087947882736156,33.94,-118.2,mid
2.0785,36.0,4.52,1.0466666666666666,1469.0,4.8966666666666665,33.92,,mid-low
,40.0,3.8114754098360657,1.0573770491803278,1203.0,4.930327868852459,33.94,-118.22,mid-low
,44.0,5.053333333333334,,747.0,3.32,33.92,-118.25,low
2.5882,33.0,4.376146788990826,1.1055045871559632,655.0,3.0045871559633026,33.91,-118.26,low
1.5161,28.0,3.904862579281184,1.0570824524312896,2263.0,4.784355179704017,33.91,-118.22,low
,36.0,4.941558441558442,1.08008658008658,1836.0,3.9740259740259742,33.91,-118.2,mid-low
2.25,36.0,4.023041474654378,1.1059907834101383,1086.0,5.0046082949308754,33.89,-118.22,mid-low
2.6812,34.0,4.77972027972028,1.006993006993007,1183.0,4.136363636363637,,-118.25,low
3.8125,,4.7554945054945055,1.1538461538461537,1032.0,2.8351648351648353,,,mid
5.3849,30.0,4.80718085106383,1.0106382978723405,2813.0,3.7406914893617023,33.82,-118.28,mid-high
4.0687,38.0,4.832080200501253,1.0751879699248121,1358.0,3.4035087719298245,33.84,-118.22,mid
4.0774,35.0,,0.9922279792746114,1388.0,3.5958549222797926,33.92,-118.1,mid
3.2,35.0,4.627450980392157,0.9477124183006536,471.0,3.0784313725490198,33.97,-118.12,mid
4.4375,37.0,5.6015625,1.0234375,786.0,3.0703125,33.94,-118.11,mid-high
3.3289,37.0,4.934984520123839,0.9938080495356038,1003.0,3.1052631578947367,33.94,,mid
3.0465,34.0,4.754137115839243,1.115839243498818,1087.0,2.569739952718676,33.91,-118.14,mid
2.895,18.0,4.30958904109589,1.084931506849315,,3.287671232876712,,-118.08,mid-low
4.0461,37.0,4.739669421487603,1.0661157024793388,742.0,3.0661157024793386,33.9,-118.09,mid-low
3.8824,36.0,5.156398104265403,1.09478672985782,617.0,2.924170616113744,33.91,-118.11,mid
3.9333,37.0,4.357558139534884,0.8372093023255814,1237.0,3.5959302325581395,33.91,-118.17,mid
3.625,36.0,5.0756013745704465,1.0481099656357389,788.0,2.7079037800687287,33.9,-118.13,mid
5.0417,15.0,5.26537216828479,0.9676375404530745,1772.0,2.867313915857605,33.87,-118.11,mid-high
5.93,16.0,5.958656330749354,1.0155038759689923,1368.0,3.5348837209302326,33.87,,mid-high
3.425,28.0,5.421212121212121,1.0666666666666667,1347.0,4.081818181818182,33.86,-118.07,mid
4.3194,44.0,5.764069264069264,1.106060606060606,1277.0,2.764069264069264,33.86,-118.12,mid
3.1713,42.0,4.642714570858283,1.003992015968064,1832.0,3.656686626746507,33.88,-118.18,mid
,48.0,4.5894308943089435,1.0345528455284554,1395.0,2.8353658536585367,33.87,-118.17,mid
4.6019,36.0,5.235732009925559,1.032258064516129,1128.0,2.7990074441687347,33.85,-118.13,mid-high
4.8594,,6.481632653061224,1.110204081632653,692.0,2.8244897959183675,33.84,-118.11,mid-high
3.75,37.0,6.257261410788382,1.045643153526971,635.0,2.6348547717842323,33.84,-118.15,mid-high
2.4844,46.0,4.321678321678322,,1360.0,3.1701631701631703,33.85,-118.2,mid
4.6364,11.0,3.9457013574660635,0.918552036199095,422.0,1.909502262443439,33.82,-118.19,mid-low
2.7308,45.0,4.312267657992565,1.0185873605947955,1095.0,4.070631970260223,33.8,-118.21,mid-low
1.6384,42.0,3.7673860911270984,1.0431654676258992,1631.0,3.9112709832134294,33.79,-118.18,mid-low
3.8162,36.0,5.274406332453826,1.029023746701847,887.0,2.3403693931398415,33.82,-118.11,mid-high
4.325,37.0,5.074380165289257,0.9793388429752066,572.0,2.3636363636363638,33.81,,mid-high
6.2187,37.0,6.250922509225092,1.033210332103321,,2.8634686346863467,33.81,-118.11,mid-high
3.1711,44.0,4.033783783783784,,1461.0,2.4679054054054053,33.79,-118.14,mid-high
2.1964,44.0,4.033333333333333,,153.0,5.1,33.79,-118.21,mid-low
1.6178,21.0,3.487562189054726,1.2056384742951907,1064.0,1.7645107794361525,33.77,-118.19,mid-low
2.675,37.0,3.404833836858006,0.9879154078549849,492.0,1.486404833836858,33.77,-118.17,mid-high
3.5812,12.0,4.4271457085828345,1.1307385229540918,2176.0,2.1716566866267466,33.78,-118.15,mid
4.7361,50.0,5.539393939393939,1.0121212121212122,322.0,1.9515151515151514,33.76,-118.14,high
1.5078,36.0,4.544529262086514,1.063613231552163,,3.4783715012722647,33.95,-118.3,low
4.5368,37.0,5.720250521920668,1.0521920668058455,1468.0,3.0647181628392484,33.94,-118.32,mid
5.5,45.0,6.482558139534884,1.058139534883721,949.0,2.758720930232558,33.97,-118.34,mid
3.7237,42.0,3.7324414715719065,1.0133779264214047,1082.0,,33.95,,mid
4.125,52.0,5.036144578313253,1.0542168674698795,,4.5,33.95,-118.37,mid
3.0677,37.0,4.439024390243903,1.102981029810298,1341.0,3.6341463414634148,33.93,-118.34,mid
3.8,41.0,4.773892773892774,1.0233100233100234,1191.0,2.7762237762237763,33.91,-118.36,mid-high
3.5313,39.0,5.660194174757281,1.0776699029126213,640.0,3.1067961165048543,33.9,-118.36,mid-high
4.8304,35.0,6.961956521739131,1.190217391304348,710.0,3.858695652173913,33.92,-118.32,mid-low
3.0739,36.0,4.178997613365155,1.045346062052506,1175.0,2.804295942720764,33.88,-118.29,mid-high
2.6091,21.0,3.7839541547277937,1.1369627507163325,5546.0,3.1782234957020057,33.9,-118.33,mid
3.1325,27.0,4.378086419753086,1.0555555555555556,2141.0,3.3040123456790123,33.89,-118.36,mid-high
4.5729,22.0,4.223826714801444,1.0541516245487366,1141.0,2.05956678700361,33.92,-118.41,high
6.348,34.0,4.989881956155143,1.0775716694772344,1143.0,1.9274873524451939,33.89,-118.41,high
6.02,19.0,5.368794326241135,1.049645390070922,361.0,2.5602836879432624,33.87,-118.37,high
6.3021,24.0,5.763837638376383,1.033210332103321,1312.0,2.4206642066420665,33.86,-118.38,high
5.2276,26.0,4.814921090387374,,2803.0,2.0107604017216643,33.87,-118.4,high
4.3594,17.0,4.721407624633431,1.1114369501466275,670.0,1.964809384164223,33.85,-118.39,high
3.2417,36.0,3.684057971014493,1.0028985507246377,811.0,2.3507246376811595,33.88,-118.33,mid-high
3.6169,28.0,4.111702127659575,1.0265957446808511,,2.4273049645390072,33.87,-118.35,mid-high
6.1187,36.0,6.406976744186046,1.122093023255814,522.0,3.0348837209302326,33.83,-118.35,high
,30.0,5.036931818181818,,905.0,2.571022727272727,33.81,-118.31,high
5.0106,33.0,4.290010741138561,1.0633727175080558,1647.0,1.7690655209452202,33.81,-118.44,high
3.8287,35.0,4.857142857142857,1.0930232558139534,1675.0,2.7823920265780733,33.79,-118.32,mid-high
9.821,21.0,7.548537234042553,1.021941489361702,4649.0,3.091090425531915,33.77,-118.38,high
1.6081,35.0,,1.069139966273187,1108.0,1.8684654300168635,34.09,-118.35,high
3.9375,48.0,4.643939393939394,1.0909090909090908,370.0,1.4015151515151516,34.08,-118.38,high
3.3438,36.0,4.550684931506849,1.082191780821918,690.0,1.8904109589041096,34.06,-118.37,high
4.8125,31.0,4.684331797235023,1.0956221198156681,1532.0,1.7649769585253456,34.04,-118.49,high
8.9616,47.0,7.061371841155235,1.0,724.0,2.6137184115523464,34.04,-118.48,high
2.2917,30.0,3.606761565836299,1.083629893238434,1425.0,2.5355871886120998,34.02,-118.48,high
2.5417,41.0,3.632850241545894,0.9710144927536232,482.0,2.3285024154589373,34.01,-118.47,high
5.4035,44.0,5.616541353383458,0.9849624060150376,618.0,2.3233082706766917,34.01,-118.4,high
3.9643,46.0,5.526315789473684,1.0526315789473684,69.0,3.6315789473684212,34.0,-118.41,mid-high
4.0,49.0,6.866295264623956,1.0362116991643453,1018.0,2.8356545961002784,34.0,-118.34,high
6.8474,9.0,6.35,0.9944444444444445,647.0,3.5944444444444446,34.15,-118.8,high
4.0211,4.0,6.3704712612367205,1.1362026695723235,10493.0,2.8583492236447836,34.68,-118.09,mid-low
,25.0,5.511326860841424,1.1067961165048543,775.0,2.5080906148867315,34.68,-118.14,mid-low
2.1979,16.0,6.166666666666667,,704.0,2.1333333333333333,34.77,-118.19,mid-low
2.7396,7.0,6.548076923076923,1.2019230769230769,485.0,4.663461538461538,34.59,-117.92,mid-low
3.275,32.0,5.5767790262172285,1.146067415730337,774.0,2.898876404494382,,-118.1,low
4.7437,10.0,5.902702702702703,1.0945945945945945,1119.0,3.0243243243243243,34.46,-118.27,high
5.4829,15.0,6.075165806927045,1.0383198231392778,,3.281503316138541,34.43,-118.49,mid
,5.0,6.535603715170279,1.1021671826625388,2024.0,3.1331269349845203,34.36,-118.52,high
3.1326,13.0,6.648414985590778,1.1123919308357348,925.0,2.6657060518731988,37.35,-119.68,mid-low
,17.0,5.376413570274637,1.0145395799676897,1580.0,2.5525040387722133,37.12,-120.27,low
4.5347,12.0,6.504098360655738,1.0655737704918034,1590.0,3.2581967213114753,36.93,-119.88,low
1.4511,32.0,4.644688644688645,1.0366300366300367,549.0,2.010989010989011,36.96,-120.07,low
5.5524,21.0,6.156645569620253,0.9746835443037974,1968.0,3.1139240506329116,38.11,-122.65,mid-high
5.6512,33.0,6.7643718949609655,1.0553584102200142,3798.0,2.695528743789922,38.02,-122.57,high
2.5125,52.0,3.7231503579952268,1.0763723150357996,700.0,1.6706443914081146,37.97,-122.53,mid-high
4.1659,36.0,5.887545344619105,1.053204353083434,1899.0,2.2962515114873034,,-122.59,high
3.5838,,3.9438559322033897,1.0481991525423728,2980.0,1.5783898305084745,37.95,-122.53,mid-high
8.8386,35.0,6.680965147453083,1.096514745308311,812.0,2.1769436997319036,37.88,-122.46,high
7.1924,52.0,5.715942028985507,0.9478260869565217,755.0,2.1884057971014492,37.91,-122.56,high
6.8198,30.0,5.825174825174825,1.1468531468531469,358.0,2.5034965034965033,37.85,-122.62,high
3.0,,6.9854651162790695,1.444767441860465,890.0,2.5872093023255816,37.64,-120.31,mid-low
3.0433,21.0,5.23208722741433,1.0545171339563864,1908.0,2.97196261682243,39.45,-123.64,mid-low
1.5625,21.0,3.930909090909091,0.9236363636363636,715.0,,39.4,-123.36,low
2.1985,17.0,5.154205607476635,1.1168224299065421,1140.0,2.663551401869159,38.9,-123.69,low
1.8042,17.0,4.06015037593985,0.9924812030075187,878.0,2.200501253132832,39.14,-123.2,mid-low
,46.0,5.850340136054422,0.8843537414965986,496.0,,37.4,-120.69,mid-low
3.0911,27.0,5.5285087719298245,1.0614035087719298,1307.0,2.866228070175439,,-120.6,low
2.0809,21.0,5.397435897435898,1.0929487179487178,1052.0,3.371794871794872,37.16,-120.41,low
2.0521,,4.506142506142506,1.0343980343980343,1405.0,3.4520884520884523,37.31,-120.49,low
1.5917,28.0,5.45136186770428,1.1361867704280155,967.0,3.762645914396887,37.3,-120.4,low
2.5363,16.0,5.279411764705882,1.0647058823529412,1642.0,4.829411764705882,37.07,-120.85,low
2.4519,22.0,6.785942492012779,1.3801916932907348,829.0,,41.31,-121.18,low
3.0685,13.0,8.149572649572649,2.324786324786325,575.0,2.4572649572649574,37.64,,mid
2.5329,31.0,4.055639097744361,1.037593984962406,2220.0,3.338345864661654,36.67,-121.62,mid-low
4.6125,16.0,6.109090909090909,1.0363636363636364,1103.0,4.010909090909091,36.9,-121.71,mid-high
4.1696,30.0,6.083333333333333,1.0277777777777777,1372.0,3.175925925925926,36.74,-121.64,mid
1.9722,28.0,5.212435233160622,1.1813471502590673,738.0,3.8238341968911915,36.49,-121.48,mid-high
3.4821,34.0,4.577696526508227,1.0054844606946984,1810.0,3.3089579524680075,36.21,-121.13,mid-low
5.5164,40.0,6.228739002932551,1.316715542521994,643.0,1.8856304985337244,36.56,-121.92,high
3.2865,52.0,4.8839590443686,1.023890784982935,657.0,2.242320819112628,36.62,-121.91,mid-high
2.4922,21.0,3.430939226519337,0.9392265193370166,834.0,2.303867403314917,36.61,-121.92,mid-high
2.9085,21.0,3.9629225736095965,1.1025081788440567,1985.0,2.1646673936750274,36.6,-121.86,mid-low
2.3087,11.0,5.364518250575468,1.059684314370273,28566.0,4.696810259782966,36.64,-121.79,mid-low
3.3021,20.0,5.0,1.0271317829457365,2088.0,2.697674418604651,38.29,-122.27,mid-low
5.3017,15.0,7.495305164319249,1.0985915492957747,1303.0,3.0586854460093895,38.33,-122.33,mid
4.7472,13.0,5.7862407862407865,1.031122031122031,3864.0,3.1646191646191646,38.19,-122.29,mid-low
6.9931,25.0,10.1731843575419,1.9217877094972067,349.0,1.9497206703910615,38.36,-122.26,high
2.1979,22.0,,1.4109589041095891,139.0,1.904109589041096,38.57,-122.26,mid-low
4.2031,13.0,,1.0185185185185186,,2.785185185185185,39.02,-121.08,mid-high
3.1042,14.0,5.437837837837838,1.0108108108108107,462.0,2.497297297297297,39.18,-121.16,mid-low
2.3125,48.0,5.025714285714286,1.1114285714285714,716.0,2.045714285714286,39.2,-121.05,low
3.9537,17.0,6.013461538461539,1.0365384615384616,1390.0,2.673076923076923,39.25,-121.06,mid
3.4792,8.0,36.47826086956522,6.304347826086956,291.0,2.5304347826086957,39.35,-120.24,mid
4.7446,15.0,5.164102564102564,1.0743589743589743,839.0,2.151282051282051,33.93,-117.96,mid
4.2443,34.0,5.244803695150115,1.0092378752886837,1393.0,3.2170900692840645,33.92,-117.93,mid
2.3935,14.0,4.762195121951219,1.1371951219512195,609.0,1.8567073170731707,33.92,-117.89,mid-low
6.5635,10.0,6.982708933717579,1.0259365994236311,1213.0,3.4956772334293946,33.9,-117.96,high
3.7222,35.0,5.53932584269663,1.0308988764044944,1152.0,3.235955056179775,,-117.96,mid
3.9375,46.0,4.611607142857143,,1275.0,2.845982142857143,33.87,-117.94,mid
3.0263,15.0,2.5864864864864865,0.972972972972973,615.0,1.662162162162162,33.88,-117.88,mid
3.0214,19.0,4.113662456946039,1.0459242250287026,2300.0,2.640642939150402,33.89,-117.88,mid-high
5.9639,22.0,6.330708661417323,1.031496062992126,1486.0,,33.89,-117.85,mid-high
5.3339,19.0,6.466230936819172,1.0958605664488017,1430.0,3.1154684095860565,33.88,-117.81,high
6.5841,14.0,7.271375464684015,1.0483271375464684,671.0,2.4944237918215615,33.93,-117.83,high
7.2554,16.0,7.577154308617234,1.0100200400801602,1665.0,3.3366733466933867,33.85,-117.78,high
6.925,18.0,7.902004454342984,1.0556792873051224,1506.0,3.354120267260579,33.78,-117.8,high
7.9294,18.0,7.722488038277512,1.0047846889952152,692.0,3.311004784688995,33.57,-117.67,mid-high
3.7139,9.0,5.714093959731543,1.0536912751677852,1293.0,1.7355704697986578,33.62,-117.63,mid
5.136,15.0,9.466666666666667,1.3777777777777778,133.0,2.9555555555555557,33.52,-117.55,high
6.1557,35.0,6.406015037593985,1.012531328320802,946.0,2.3709273182957395,33.41,-117.61,high
4.3897,3.0,5.584053794428434,1.2142170989433236,2363.0,2.269932756964457,33.44,-117.59,high
6.3369,4.0,4.863731656184487,0.8490566037735849,1408.0,2.951781970649895,33.47,-117.63,mid-high
7.9283,,7.703016241299304,0.988399071925754,1432.0,3.3225058004640373,33.59,-117.69,high
3.86,23.0,5.518927444794953,1.138801261829653,1480.0,2.334384858044164,33.47,-117.69,high
,4.0,7.875,0.9821428571428571,705.0,3.1473214285714284,33.55,-117.69,high
6.5206,14.0,6.1907790143084265,1.068362480127186,1490.0,2.368839427662957,33.47,-117.71,high
5.5584,23.0,,1.084862385321101,,3.4426605504587156,33.63,-117.7,mid-high
2.885,9.0,5.323108384458077,1.0143149284253579,4660.0,4.76482617586912,33.71,-117.82,mid
,8.0,5.976470588235294,1.026470588235294,,2.5352941176470587,33.68,-117.8,mid-high
6.276,17.0,6.433333333333334,0.9755555555555555,1588.0,3.528888888888889,33.67,-117.82,high
8.7385,16.0,8.244623655913978,1.064516129032258,1275.0,3.4274193548387095,,-117.79,high
4.0,16.0,5.145748987854251,1.008097165991903,1022.0,2.068825910931174,33.66,-117.8,mid-high
7.9794,28.0,6.427083333333333,1.0395833333333333,1176.0,2.45,33.53,-117.76,high
2.6759,17.0,4.631205673758865,1.0319148936170213,832.0,1.475177304964539,33.61,-117.73,mid-low
8.1093,17.0,7.315359477124183,0.9967320261437909,1798.0,2.9379084967320264,33.63,-117.81,high
3.6538,25.0,,1.2394067796610169,906.0,1.9194915254237288,33.6,-117.9,high
15.0001,15.0,8.062043795620438,1.0036496350364963,735.0,2.6824817518248176,33.62,-117.87,high
3.9306,37.0,4.58256880733945,1.0825688073394495,1030.0,2.3623853211009176,33.64,-117.91,mid-high
6.5928,28.0,5.0573065902578795,1.1174785100286533,832.0,2.383954154727794,33.62,-117.94,high
3.4417,15.0,3.0872641509433962,1.125,1330.0,3.1367924528301887,33.65,-117.92,mid
3.1483,26.0,3.947867298578199,1.046716316858497,4738.0,3.2078537576167907,33.65,-117.93,mid-high
3.5326,13.0,3.1783625730994154,0.9941520467836257,817.0,2.388888888888889,33.71,-117.87,mid-high
4.7422,23.0,5.406844106463878,0.9885931558935361,1092.0,4.152091254752852,33.71,-117.89,mid
,,3.417293233082707,1.0845864661654134,1426.0,2.680451127819549,33.74,,mid-low
3.0824,33.0,3.7694524495677233,1.080691642651297,2175.0,6.268011527377522,33.73,-117.89,mid
1.5026,10.0,3.326642335766423,1.0766423357664234,2176.0,3.9708029197080292,33.75,-117.88,mid-low
3.8056,36.0,4.651488616462347,1.001751313485114,2370.0,4.15061295971979,33.76,-117.89,mid
3.5195,26.0,6.090909090909091,1.0563636363636364,1314.0,,33.77,-117.84,mid-high
13.466,26.0,8.874233128834355,,,3.0153374233128836,33.75,,high
,8.0,9.180451127819548,1.1077694235588973,2569.0,3.219298245614035,33.83,-117.81,high
8.9257,19.0,8.213541666666666,1.015625,1404.0,3.65625,33.81,-117.81,high
4.7208,19.0,4.719798657718121,0.9513422818791947,1334.0,2.238255033557047,33.78,-117.87,mid
4.3661,35.0,5.797665369649805,0.9766536964980544,629.0,2.4474708171206228,33.8,-117.84,mid-high
6.0488,,5.826797385620915,0.9738562091503268,1048.0,3.4248366013071894,33.82,-117.88,mid-high
4.9306,17.0,4.635245901639344,0.9672131147540983,622.0,2.5491803278688523,33.85,-117.86,mid
3.4028,32.0,3.075892857142857,1.0982142857142858,1202.0,2.6830357142857144,33.84,,mid
2.5577,24.0,3.690533015115354,1.0930787589498807,3093.0,2.460620525059666,33.83,-118.01,mid
3.25,20.0,4.72093023255814,1.1162790697674418,494.0,2.872093023255814,33.83,-117.94,high
1.119,9.0,3.5692307692307694,1.1323076923076922,735.0,2.2615384615384615,33.83,-117.91,mid
2.4833,22.0,3.8443579766536966,1.0752269779507133,2639.0,3.4228274967574577,33.8,-117.9,mid
5.118,33.0,6.049122807017544,1.0210526315789474,943.0,3.3087719298245615,33.81,-117.95,mid
3.3281,25.0,5.102728731942215,1.0256821829855538,2526.0,4.054574638844302,33.8,-117.99,mid
4.425,33.0,6.103359173126615,1.0180878552971577,1185.0,3.062015503875969,33.8,-117.96,mid
3.522,28.0,,1.079865016872891,3282.0,3.6917885264341956,33.77,-117.92,mid
